sheet,state_name,constituency_name,number_of_polling_stations,dates_polling,dates_counting,dates_results,result_winner_name,result_winner_party,result_winner_votes,result_runner_up_name,result_runner_up_party,result_runner_up_votes,result_margin,candidate_Nominated_m,candidate_Nomination Rejected_m,candidate_Withdrawn_m,candidate_Contested_m,candidate_Forfeited Deposit_m,candidate_Nominated_w,candidate_Nomination Rejected_w,candidate_Withdrawn_w,candidate_Contested_w,candidate_Forfeited Deposit_w,candidate_Nominated_t,candidate_Nomination Rejected_t,candidate_Withdrawn_t,candidate_Contested_t,candidate_Forfeited Deposit_t,candidate_Nominated_total,candidate_Nomination Rejected_total,candidate_Withdrawn_total,candidate_Contested_total,candidate_Forfeited Deposit_total,elector_General_m,elector_OverSeas_m,elector_Service_m,elector_Total_m,elector_General_w,elector_OverSeas_w,elector_Service_w,elector_Total_w,elector_General_t,elector_OverSeas_t,elector_Service_t,elector_Total_t,elector_General_total,elector_OverSeas_total,elector_Service_total,elector_Total_total,voter_General_m,voter_Overseas_m,voter_Proxy_m,voter_Postal_m,voter_Total_m,voter_Votes Rejected due to other Reason_m,voter_POLLING PERCENTAGE_m,voter_General_w,voter_Overseas_w,voter_Proxy_w,voter_Postal_w,voter_Total_w,voter_Votes Rejected due to other Reason_w,voter_POLLING PERCENTAGE_w,voter_General_t,voter_Overseas_t,voter_Proxy_t,voter_Postal_t,voter_Total_t,voter_Votes Rejected due to other Reason_t,voter_POLLING PERCENTAGE_t,voter_General_total,voter_Overseas_total,voter_Proxy_total,voter_Postal_total,voter_Total_total,voter_Votes Rejected due to other Reason_total,voter_POLLING PERCENTAGE_total,votes_Total Votes Polled On EVM,votes_Total Deducted Votes From EVM,votes_Total Valid Votes polled on EVM,votes_Postal Votes Counted,votes_Postal Votes Deducted,votes_Valid Postal Votes,votes_Total Valid Votes Polled,votes_Test Votes polled On EVM,votes_Votes Polled for 'NOTA'(Including Postal),votes_Tendered Votes
S11-20,Kerala-S11,Thiruvananthapuram-GEN,1305,23/04/2019,23/05/2019,23/05/2019,Dr. SHASHI THAROOR,Indian National Congress,416131,KUMMANAM RAJASEKHARAN,Bharatiya Janata Party,316142,99989,19,3,0,16,13,1,0,0,1,1,0,0,0,0,0,20,3,0,17,14,660165,767,3731,664663,706382,175,173,706730,34,0,0,34,1366581,942,3904,1371427,490233,11,NA,NA,NA,NA,NA,513476,0,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,1003724,11,0,7533,1011268,0,73.659999999999997,1003736,4554,999182,7533,1115,6418,1005600,1,4580,34
S12-1,Madhya Pradesh-S12,MORENA-GEN,2351,12/05/2019,23/05/2019,23/05/2019,NARENDRA SINGH TOMAR,Bharatiya Janata Party,541689,RAMNIWAS RAWAT,Indian National Congress,428348,113341,25,2,0,23,21,2,0,0,2,2,0,0,0,0,0,27,2,0,25,23,990117,NA,8930,999047,838480,0,133,838613,63,0,0,63,1828660,0,9063,1837723,646523,0,NA,NA,NA,NA,NA,486232,0,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,1132768,0,0,5966,1138734,0,61.890000000000001,1132768,2082,1130686,5966,1460,4506,1135192,0,2098,1
S12-2,Madhya Pradesh-S12,BHIND-SC,2171,12/05/2019,23/05/2019,24/05/2019,SANDHYA RAY,Bharatiya Janata Party,527694,DEVASHISH,Indian National Congress,327809,199885,21,4,0,17,16,1,0,0,1,0,0,0,0,0,0,22,4,0,18,16,955813,NA,12474,968287,796812,0,179,796991,56,0,0,56,1752681,0,12653,1765334,561487,0,NA,NA,NA,NA,NA,393454,0,NA,NA,NA,NA,NA,18,0,NA,NA,NA,NA,NA,954959,0,0,7758,962717,0,54.420000000000002,954959,4582,950377,7758,2078,5680,956057,0,4630,0
S12-3,Madhya Pradesh-S12,GWALIOR-GEN,2327,12/05/2019,23/05/2019,23/05/2019,VIVEK NARAYAN SHEJWALKAR,Bharatiya Janata Party,627250,ASHOK SINGH,Indian National Congress,480408,146842,25,8,1,16,14,2,0,0,2,2,0,0,0,0,0,27,8,1,18,16,1074855,9,4854,1079718,920798,1,161,920960,66,0,0,66,1995719,10,5015,2000744,621943,0,NA,NA,NA,NA,NA,570556,0,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,1192526,0,0,4362,1196888,0,59.780000000000001,1192526,5328,1187198,4362,807,3555,1190753,0,5343,0
S12-4,Madhya Pradesh-S12,GUNA-GEN,2170,12/05/2019,23/05/2019,23/05/2019,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""",Bharatiya Janata Party,614049,JYOTIRADITYA M. SCINDIA,Indian National Congress,488500,125549,12,NA,0,12,10,1,0,0,1,1,0,0,0,0,0,13,0,0,13,11,888153,NA,1008,889161,786479,0,40,786519,44,0,0,44,1674676,0,1048,1675724,658166,0,NA,NA,NA,NA,NA,514437,0,NA,NA,NA,NA,NA,24,0,NA,NA,NA,NA,NA,1172627,0,0,6080,1178707,0,70.319999999999993,1172627,12372,1160255,6080,315,5765,1166020,0,12403,0
S12-5,Madhya Pradesh-S12,SAGAR-GEN,2051,12/05/2019,23/05/2019,23/05/2019,RAJBAHADUR SINGH,Bharatiya Janata Party,646231,PRABHU SINGH THAKUR,Indian National Congress,340689,305542,12,NA,2,10,8,1,1,0,0,0,0,0,0,0,0,13,1,2,10,8,840435,2,832,841269,741792,1,30,741823,37,0,0,37,1582264,3,862,1583129,594998,0,NA,NA,NA,NA,NA,440864,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,1035874,0,0,1662,1037536,0,65.510000000000005,1035874,8724,1027150,1662,370,1292,1028442,0,8733,2
S12-6,Madhya Pradesh-S12,TIKAMGARH-SC,2062,06/05/2019,23/05/2019,23/05/2019,Dr Virendra Kumar,Bharatiya Janata Party,672248,Ahirwar Kiran,Indian National Congress,324189,348059,18,4,1,13,12,1,0,0,1,0,0,0,0,0,0,19,4,1,14,12,874211,NA,1259,875470,771868,0,32,771900,29,0,0,29,1646108,0,1291,1647399,607602,0,NA,NA,NA,NA,NA,487321,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,1094935,0,0,2519,1097454,0,66.569999999999993,1094935,10593,1084342,2519,748,1771,1086113,0,10599,5
S12-7,Madhya Pradesh-S12,DAMOH-GEN,2295,06/05/2019,23/05/2019,23/05/2019,PRAHALAD SINGH PATEL,Bharatiya Janata Party,704524,PRATAP SINGH,Indian National Congress,351113,353411,17,1,2,14,12,1,0,0,1,1,0,0,0,0,0,18,1,2,15,13,933204,NA,587,933791,834943,0,19,834962,24,0,0,24,1768171,0,606,1768777,655175,0,NA,NA,NA,NA,NA,508615,0,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,1163801,0,0,604,1164405,0,65.819999999999993,1163801,7662,1156139,604,173,431,1156570,0,7656,1
S12-8,Madhya Pradesh-S12,KHAJURAHO-GEN,2279,06/05/2019,23/05/2019,23/05/2019,V.D. SHARMA (VISHNU DATT SHARMA),Bharatiya Janata Party,811135,MAHARANI KAVITA SINGH NATIRAJA,Indian National Congress,318753,492382,23,5,3,15,14,2,0,0,2,1,0,0,0,0,0,25,5,3,17,15,969676,NA,984,970660,871369,0,19,871388,47,0,0,47,1841092,0,1003,1842095,681995,0,NA,NA,NA,NA,NA,574761,0,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,1256770,0,0,1546,1258316,0,68.280000000000001,1256770,10301,1246469,1546,538,1008,1247477,0,10306,0
S12-9,Madhya Pradesh-S12,SATNA-GEN,1986,06/05/2019,23/05/2019,23/05/2019,GANESH SINGH,Bharatiya Janata Party,588753,RAJARAM TRIPATHI,Indian National Congress,357280,231473,24,NA,4,20,18,1,0,0,1,1,0,0,0,0,0,25,0,4,21,19,828922,NA,3474,832396,742571,0,64,742635,33,0,0,33,1571526,0,3538,1575064,586320,0,NA,NA,NA,NA,NA,525591,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1111916,0,0,1839,1113755,0,70.709999999999994,1111916,2636,1109280,1839,107,1732,1111012,0,2644,0
S12-10,Madhya Pradesh-S12,REWA-GEN,2013,06/05/2019,23/05/2019,23/05/2019,JANARDAN MISHRA,Bharatiya Janata Party,583769,"SIDDHARTH TIWARI ""RAJ""",Indian National Congress,270961,312808,24,2,1,21,19,2,0,0,2,2,0,0,0,0,0,26,2,1,23,21,888069,2,7276,895347,784039,1,136,784176,11,0,0,11,1672119,3,7412,1679534,534294,0,NA,NA,NA,NA,NA,475310,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1009607,0,0,5025,1014632,0,60.329999999999998,1009607,2872,1006735,5025,1400,3625,1010360,0,2891,0
S12-11,Madhya Pradesh-S12,SIDHI-GEN,2377,29/04/2019,23/05/2019,23/05/2019,Riti Pathak,Bharatiya Janata Party,698342,Ajay Arjun Singh,Indian National Congress,411818,286524,26,1,1,24,23,2,0,0,2,1,0,0,0,0,0,28,1,1,26,24,965014,NA,1565,966579,878904,0,44,878948,20,0,0,20,1843938,0,1609,1845547,671661,0,NA,NA,NA,NA,NA,609283,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1280946,0,0,1759,1282705,0,69.5,1280946,5618,1275328,1759,9,1750,1277078,0,5627,0
S12-12,Madhya Pradesh-S12,SHAHDOL-ST,2187,29/04/2019,23/05/2019,23/05/2019,HIMADRI SINGH,Bharatiya Janata Party,747977,PRAMILA SINGH,Indian National Congress,344644,403333,9,NA,1,8,8,6,1,0,5,3,0,0,0,0,0,15,1,1,13,11,847672,1,895,848568,807860,0,21,807881,25,0,0,25,1655557,1,916,1656474,640890,0,NA,NA,NA,NA,NA,593874,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,1234773,0,0,3713,1238486,0,74.730000000000004,1234773,19995,1214778,3713,660,3053,1217831,0,20027,5
S12-13,Madhya Pradesh-S12,JABALPUR-GEN,2128,29/04/2019,23/05/2019,23/05/2019,RAKESH SINGH,Bharatiya Janata Party,826454,Pt. VIVEK KRISHNA TANKHA,Indian National Congress,371710,454744,26,2,3,21,19,1,0,0,1,1,0,0,0,0,0,27,2,3,22,20,940154,NA,1695,941849,877879,0,84,877963,81,0,0,81,1818114,0,1779,1819893,673476,0,NA,NA,NA,NA,NA,589120,0,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,1262611,0,0,1449,1264060,0,69.430000000000007,1262611,4098,1258513,1449,491,958,1259471,0,4102,8
S12-14,Madhya Pradesh-S12,MANDLA-ST,2581,29/04/2019,23/05/2019,23/05/2019,FAGGAN SINGH KULASTE,Bharatiya Janata Party,737266,KAMAL SINGH MARAVI,Indian National Congress,639592,97674,12,1,2,9,7,2,1,0,1,1,0,0,0,0,0,14,2,2,10,8,982005,1,1329,983335,967877,0,30,967907,25,0,0,25,1949907,1,1359,1951267,770677,0,NA,NA,NA,NA,NA,743270,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,1513959,0,0,3972,1517931,0,77.760000000000005,1513959,32221,1481738,3972,695,3277,1485015,0,32240,2
S12-15,Madhya Pradesh-S12,BALAGHAT-GEN,2275,29/04/2019,23/05/2019,23/05/2019,DR DHAL SINGH BISEN,Bharatiya Janata Party,696102,MADHU BHAGAT,Indian National Congress,454036,242066,23,1,0,22,20,2,0,1,1,1,0,0,0,0,0,25,1,1,23,21,883852,NA,1704,885556,882077,0,83,882160,9,0,0,9,1765938,0,1787,1767725,683773,0,NA,NA,NA,NA,NA,683107,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1366885,0,0,5845,1372730,0,77.609999999999999,1366885,4211,1362674,5845,743,5102,1367776,0,4242,10
S12-16,Madhya Pradesh-S12,CHHINDWARA-GEN,1943,29/04/2019,23/05/2019,23/05/2019,NAKUL KAMAL NATH,Indian National Congress,587305,NATHANSAHA KAWRETI,Bharatiya Janata Party,549769,37536,22,2,6,14,12,1,0,1,0,0,0,0,0,0,0,23,2,7,14,12,771601,NA,2272,773873,740750,0,142,740892,18,0,0,18,1512369,0,2414,1514783,643874,0,NA,NA,NA,NA,NA,602327,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,1246210,0,0,2268,1248478,0,82.390000000000001,1246210,20312,1225898,2268,459,1809,1227707,0,20324,7
S12-17,Madhya Pradesh-S12,HOSHANGABAD-GEN,2250,06/05/2019,23/05/2019,23/05/2019,UDAY PRATAP SINGH,Bharatiya Janata Party,877927,SHAILENDRA DIWAN CHANDARBHAN SINGH,Indian National Congress,324245,553682,18,5,2,11,9,0,0,0,0,0,0,0,0,0,0,18,5,2,11,9,895775,NA,2294,898069,807919,0,90,808009,63,0,0,63,1703757,0,2384,1706141,699824,0,NA,NA,NA,NA,NA,564814,0,NA,NA,NA,NA,NA,41,0,NA,NA,NA,NA,NA,1264679,0,0,1625,1266304,0,74.189999999999998,1264679,18410,1246269,1625,438,1187,1247456,0,18413,8
S12-18,Madhya Pradesh-S12,VIDISHA-GEN,2330,12/05/2019,23/05/2019,23/05/2019,Ramakant Bhargava,Bharatiya Janata Party,853022,Shailendra Rameshchandra Patel,Indian National Congress,349938,503084,15,1,2,12,10,1,0,0,1,1,0,0,0,0,0,16,1,2,13,11,918449,1,1133,919583,821954,0,22,821976,45,0,0,45,1740448,1,1155,1741604,695861,0,NA,NA,NA,NA,NA,550527,0,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,1246409,0,0,4604,1251013,0,71.790000000000006,1246409,8591,1237818,4604,797,3807,1241625,0,8619,9
S12-19,Madhya Pradesh-S12,BHOPAL-GEN,2510,12/05/2019,23/05/2019,23/05/2019,SADHVI PRAGYA SINGH THAKUR,Bharatiya Janata Party,866482,DIGVIJAYA SINGH,Indian National Congress,501660,364822,31,4,4,23,22,8,0,1,7,6,0,0,0,0,0,39,4,5,30,28,1120072,20,1662,1121754,1020807,6,111,1020924,183,0,0,183,2141062,26,1773,2142861,761678,0,NA,NA,NA,NA,NA,644492,0,NA,NA,NA,NA,NA,66,0,NA,NA,NA,NA,NA,1406236,0,0,2433,1408669,0,65.700000000000003,1406236,5413,1400823,2433,732,1701,1402524,0,5430,26
S12-20,Madhya Pradesh-S12,RAJGARH-GEN,2231,12/05/2019,23/05/2019,23/05/2019,RODMAL NAGAR,Bharatiya Janata Party,823824,MONA SUSTANI,Indian National Congress,392805,431019,11,NA,1,10,9,2,0,1,1,0,0,0,0,0,0,13,0,2,11,9,879722,NA,1322,881044,813241,0,18,813259,26,0,0,26,1692989,0,1340,1694329,701961,0,NA,NA,NA,NA,NA,556087,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,1258060,0,0,2870,1260930,0,74.390000000000001,1258060,10365,1247695,2870,611,2259,1249954,0,10375,0
S12-21,Madhya Pradesh-S12,DEWAS-SC,2319,19/05/2019,23/05/2019,23/05/2019,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,862429,PRAHLAD SINGH TIPANYA,Indian National Congress,490180,372249,8,2,0,6,4,0,0,0,0,0,0,0,0,0,0,8,2,0,6,4,911217,1,2994,914212,846209,1,49,846259,32,0,0,32,1757458,2,3043,1760503,760239,0,NA,NA,NA,NA,NA,636493,0,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,1396744,0,0,2952,1399696,0,79.459999999999994,1396744,9025,1387719,2952,759,2193,1389912,0,9034,16
S12-22,Madhya Pradesh-S12,UJJAIN-SC,2066,19/05/2019,23/05/2019,23/05/2019,ANIL FIROJIYA,Bharatiya Janata Party,791663,BABULAL MALVIYA,Indian National Congress,426026,365637,11,2,0,9,7,0,0,0,0,0,0,0,0,0,0,11,2,0,9,7,849252,10,1548,850810,810307,2,38,810347,72,0,0,72,1659631,12,1586,1661229,671867,0,NA,NA,NA,NA,NA,578580,0,NA,NA,NA,NA,NA,18,0,NA,NA,NA,NA,NA,1250465,0,0,2598,1253063,0,75.400000000000006,1250465,10188,1240277,2598,561,2037,1242314,0,10197,4
S12-23,Madhya Pradesh-S12,MANDSOUR-GEN,2157,19/05/2019,23/05/2019,23/05/2019,Sudheer Gupta,Bharatiya Janata Party,847786,Meenakshi Natarajan,Indian National Congress,471052,376734,11,NA,0,11,10,2,0,0,2,1,0,0,0,0,0,13,0,0,13,11,899200,1,2549,901750,859019,0,80,859099,26,0,0,26,1758245,1,2629,1760875,729015,0,NA,NA,NA,NA,NA,639206,0,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,1368236,0,869,3299,1372404,0,77.840000000000003,1368237,9417,1358820,3299,883,2416,1361236,1,9431,19
S12-24,Madhya Pradesh-S12,RATLAM-ST,2348,19/05/2019,23/05/2019,23/05/2019,GUMAN SINGH DAMOR,Bharatiya Janata Party,696103,KANTILAL BHURIA,Indian National Congress,605467,90636,13,1,3,9,7,0,0,0,0,0,0,0,0,0,0,13,1,3,9,7,929035,NA,491,929526,921549,0,8,921557,29,0,0,29,1850613,0,499,1851112,721186,0,NA,NA,NA,NA,NA,676258,0,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,1397455,0,0,3880,1401335,0,75.659999999999997,1397455,35410,1362045,3880,847,3033,1365078,0,35431,0
S12-25,Madhya Pradesh-S12,DHAR-ST,2226,19/05/2019,23/05/2019,23/05/2019,CHATTARSINGH DARBAR,Bharatiya Janata Party,722147,GIRWAL DINESH,Indian National Congress,566118,156029,9,1,1,7,5,0,0,0,0,0,0,0,0,0,0,9,1,1,7,5,908291,NA,1278,909569,876508,0,25,876533,49,0,0,49,1784848,0,1303,1786151,705191,0,NA,NA,NA,NA,NA,637344,0,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,1342545,0,1,1629,1344175,0,75.25,1342545,17923,1324622,1629,48,1581,1326203,0,17929,7
S12-26,Madhya Pradesh-S12,INDORE-GEN,2575,19/05/2019,23/05/2019,23/05/2019,SHANKAR LALWANI,Bharatiya Janata Party,1068569,PANKAJ SANGHVI,Indian National Congress,520815,547754,22,NA,3,19,17,1,0,0,1,1,0,0,0,0,0,23,0,3,20,18,1207362,9,1047,1208418,1141925,0,57,1141982,180,0,0,180,2349467,9,1104,2350580,876605,0,NA,NA,NA,NA,NA,750081,0,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,NA,1626736,0,0,2859,1629595,0,69.310000000000002,1626736,5021,1621715,2859,511,2348,1624063,0,5045,0
S12-27,Madhya Pradesh-S12,KHARGONE-ST,2350,19/05/2019,23/05/2019,23/05/2019,GAJENDRA UMRAO SINGH PATEL,Bharatiya Janata Party,773550,DR. GOVIND SUBHAN MUJALDA,Indian National Congress,571040,202510,7,1,1,5,3,2,0,0,2,2,0,0,0,0,0,9,1,1,7,5,928780,1,362,929143,905212,0,11,905223,19,0,0,19,1834011,1,373,1834385,741129,0,NA,NA,NA,NA,NA,684159,0,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,1425298,0,0,2704,1428002,0,77.819999999999993,1425298,18408,1406890,2704,410,2294,1409184,0,18423,1
S12-28,Madhya Pradesh-S12,KHANDWA-GEN,2370,19/05/2019,23/05/2019,23/05/2019,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),Bharatiya Janata Party,838909,ARUN SUBHASH CHANDRA YADAV,Indian National Congress,565566,273343,15,3,2,10,8,2,0,1,1,1,0,0,0,0,0,17,3,3,11,9,982450,1,637,983088,925862,0,28,925890,77,0,0,77,1908389,1,665,1909055,774542,0,NA,NA,NA,NA,NA,691781,0,NA,NA,NA,NA,NA,18,0,NA,NA,NA,NA,NA,1466341,0,0,1815,1468156,0,76.900000000000006,1466341,15993,1450348,1815,30,1785,1452133,0,16005,0
S12-29,Madhya Pradesh-S12,BETUL-ST,2355,06/05/2019,23/05/2019,23/05/2019,DURGA DAS (D.D.) UIKEY,Bharatiya Janata Party,811248,RAMU TEKAM (ADVOCATE),Indian National Congress,451007,360241,7,NA,0,7,5,4,2,0,2,2,0,0,0,0,0,11,2,0,9,7,895090,NA,2448,897538,839731,0,140,839871,28,0,0,28,1734849,0,2588,1737437,709766,0,NA,NA,NA,NA,NA,646805,0,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,1356580,0,0,1756,1358336,0,78.150000000000006,1356580,22781,1333799,1756,485,1271,1335070,0,22787,0
S13-1,Maharashtra-S13,Nandurbar -ST,2115,29/04/2019,23/05/2019,23/05/2019,Dr. Heena Vijaykumar Gavit,Bharatiya Janata Party,639136,Adv. K. C. Padavi,Indian National Congress,543507,95629,11,1,1,9,8,3,0,1,2,1,0,0,0,0,0,14,1,2,11,9,943745,NA,969,944714,926350,0,13,926363,22,0,0,22,1870117,0,982,1871099,663475,0,NA,NA,NA,NA,NA,614513,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1277991,0,0,6555,1284546,0,68.5,1277991,21902,1256089,6555,2831,3724,1259813,0,21925,16
S13-2,Maharashtra-S13,Dhule-GEN,1940,29/04/2019,23/05/2019,23/05/2019,Bhamre Subhash Ramrao,Bharatiya Janata Party,613533,Kunalbaba Rohidas Patil,Indian National Congress,384290,229243,33,4,4,25,23,3,0,0,3,3,0,0,0,0,0,36,4,4,28,26,993907,1,3273,997181,910931,0,40,910971,21,0,0,21,1904859,1,3313,1908173,590252,0,NA,NA,NA,NA,NA,489597,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1079856,0,0,8722,1088578,0,56.859999999999999,1079856,2450,1077406,8722,3565,5157,1082563,0,2475,30
S13-3,Maharashtra-S13,Jalgaon-GEN,2013,23/04/2019,23/05/2019,23/05/2019,Unmesh Bhaiyyasaheb Patil,Bharatiya Janata Party,713874,Gulabrao Baburao Deokar,Nationalist Congress Party,302257,411617,17,NA,4,13,11,4,2,1,1,1,0,0,0,0,0,21,2,5,14,12,1008818,NA,5976,1014794,916470,0,72,916542,64,0,0,64,1925352,0,6048,1931400,584596,0,NA,NA,NA,NA,NA,495967,0,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,1080576,0,0,11711,1092287,0,56.350000000000001,1080576,10295,1070281,11711,4047,7664,1077945,0,10332,51
S13-4,Maharashtra-S13,Raver-GEN,1906,23/04/2019,23/05/2019,23/05/2019,Khadse Raksha Nikhil,Bharatiya Janata Party,655386,Dr.Ulhas Vasudeo Patil,Indian National Congress,319504,335882,13,NA,4,9,8,3,0,0,3,2,0,0,0,0,0,16,0,4,12,10,923627,NA,1918,925545,849451,0,26,849477,29,0,0,29,1773107,0,1944,1775051,583456,0,NA,NA,NA,NA,NA,505236,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1088693,0,0,7818,1096511,0,61.57,1088694,9189,1079505,7818,3568,4250,1083755,1,9216,15
S13-5,Maharashtra-S13,Buldhana-GEN,1979,18/04/2019,23/05/2019,23/05/2019,Jadhav Prataprao Ganpatrao,Shivsena,521977,Dr. Rajendra Bhaskarrav Shingne,Nationalist Congress Party,388690,133287,15,2,1,12,10,0,0,0,0,0,0,0,0,0,0,15,2,1,12,10,921633,NA,3912,925545,837301,0,63,837364,9,0,0,9,1758943,0,3975,1762918,601170,0,NA,NA,NA,NA,NA,516898,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1118069,0,0,3082,1121151,0,63.549999999999997,1118069,7666,1110403,3082,807,2275,1112678,0,7681,10
S13-6,Maharashtra-S13,Akola-GEN,2085,18/04/2019,23/05/2019,23/05/2019,Dhotre Sanjay Shamrao,Bharatiya Janata Party,554444,Ambedkar (Adv) Prakash Yashwant,Vanchit Bahujan Aaghadi,278848,275596,15,4,1,10,7,1,0,0,1,1,0,0,0,0,0,16,4,1,11,8,964311,NA,3386,967697,897380,0,44,897424,48,0,0,48,1861739,0,3430,1865169,607024,0,NA,NA,NA,NA,NA,509871,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1116902,0,0,3283,1120185,0,60.020000000000003,1116902,8844,1108058,3283,767,2516,1110574,0,8866,43
S13-7,Maharashtra-S13,Amravati -SC,2000,18/04/2019,23/05/2019,23/05/2019,Navnit Ravi Rana,Independent,510947,Adsul Anandrao Vithoba,Shivsena,473996,36951,31,1,10,20,19,5,1,0,4,3,0,0,0,0,0,36,2,10,24,22,943444,NA,2461,945905,887079,1,69,887149,37,0,0,37,1830560,1,2530,1833091,602099,0,NA,NA,NA,NA,NA,502841,0,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,1104947,0,0,8906,1113853,0,60.68,1104947,5200,1099747,8906,1590,7316,1107063,0,5322,8
S13-8,Maharashtra-S13,Wardha-GEN,2026,11/04/2019,23/05/2019,23/05/2019,Ramdas Chandrabhanji Tadas,Bharatiya Janata Party,578364,Charulata Rao Tokas,Indian National Congress,391173,187191,15,NA,2,13,12,1,0,0,1,0,0,0,0,0,0,16,0,2,14,12,893161,NA,1352,894513,848712,0,40,848752,18,0,0,18,1741891,0,1392,1743283,573147,0,NA,NA,NA,NA,NA,494005,0,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,1067158,0,0,5499,1072657,0,61.530000000000001,1067158,6402,1060756,5499,195,5304,1066060,0,6510,87
S13-9,Maharashtra-S13,Ramtek -SC,2364,11/04/2019,23/05/2019,23/05/2019,Krupal Balaji Tumane,Shivsena,597126,Kishore Uttamrao Gajbhiye,Indian National Congress,470343,126783,20,2,5,13,11,4,1,0,3,3,0,0,0,0,0,24,3,5,16,14,996491,NA,1622,998113,924551,0,68,924619,32,0,0,32,1921074,0,1690,1922764,638891,0,NA,NA,NA,NA,NA,553537,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1192429,0,0,5376,1197805,0,62.240000000000002,1192429,11800,1180629,5376,1181,4195,1184824,0,11920,4
S13-10,Maharashtra-S13,Nagpur -GEN,2065,11/04/2019,23/05/2019,23/05/2019,NITIN JAIRAM GADKARI,Bharatiya Janata Party,660221,NANA PATOLE,Indian National Congress,444212,216009,33,5,2,26,24,6,1,1,4,4,0,0,0,0,0,39,6,3,30,28,1096258,72,757,1097087,1063786,24,122,1063932,77,0,0,77,2160121,96,879,2161096,620371,0,NA,NA,NA,NA,NA,561330,0,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,1181715,0,0,5500,1187215,0,54.880000000000003,1181715,4538,1177177,5500,1204,4296,1181473,0,4578,135
S13-11,Maharashtra-S13,Bhandara - gondiya-GEN,2184,11/04/2019,23/05/2019,23/05/2019,Sunil Baburao Mendhe,Bharatiya Janata Party,650243,Panchabudhe Nana Jairam,Nationalist Congress Party,452849,197394,32,11,8,13,11,2,0,1,1,1,0,0,0,0,0,34,11,9,14,12,905272,NA,2822,908094,903460,0,0,903460,2,0,0,2,1808734,0,2822,1811556,627085,0,NA,NA,NA,NA,NA,608475,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1235560,0,0,10983,1246543,0,68.719999999999999,1235560,10412,1225148,10983,1724,9259,1234407,0,10524,6
S13-12,Maharashtra-S13,Gadchiroli-Chimur-ST,1881,11/04/2019,23/05/2019,23/05/2019,ASHOK MAHADEORAO NETE,Bharatiya Janata Party,519968,Dr. NAMDEO DALLUJI USENDI,Indian National Congress,442442,77526,9,3,1,5,3,1,1,0,0,0,0,0,0,0,0,10,4,1,5,3,799747,NA,1246,800993,780320,0,50,780370,3,0,0,3,1580070,0,1296,1581366,580321,0,NA,NA,NA,NA,NA,557036,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1137358,0,0,6376,1143734,0,72.260000000000005,1137359,24419,1112940,6376,1217,5159,1118099,1,24599,2
